day,vehicle,CA,CB,CC,CD,CE
43,562,CA8,CB2,CC2,CD2,CE6
43,563,CA8,CB2,CC4,CD6,CE6
43,564,CA6,CB2,CC4,CD3,CE9
43,565,CA8,CB2,CC4,CD2,CE6
43,566,CA6,CB2,CC2,CD3,CE4
43,567,CA2,CB2,CC7,CD1,CE3
43,568,CA2,CB2,CC2,CD5,CE6
43,569,CA8,CB2,CC6,CD6,CE3
43,570,CA4,CB2,CC4,CD2,CE7
43,571,CA6,CB2,CC5,CD3,CE2
43,572,CA2,CB1,CC7,CD3,CE8
43,573,CA6,CB2,CC7,CD5,CE8
43,574,CA1,CB2,CC4,CD5,CE3
43,575,CA4,CB1,CC2,CD3,CE9
43,576,CA8,CB2,CC4,CD5,CE6
43,577,CA8,CB3,CC7,CD3,CE6
43,578,CA2,CB3,CC3,CD6,CE7
43,579,CA2,CB2,CC5,CD3,CE6
43,580,CA6,CB3,CC2,CD3,CE3
43,581,CA4,CB2,CC6,CD3,CE8
43,582,CA1,CB2,CC2,CD5,CE6
43,583,CA4,CB2,CC2,CD5,CE7
43,584,CA1,CB2,CC2,CD6,CE3
43,585,CA1,CB2,CC2,CD3,CE3
43,586,CA7,CB3,CC6,CD5,CE5
43,587,CA5,CB2,CC6,CD1,CE7
43,588,CA7,CB2,CC1,CD5,CE3
43,589,CA1,CB3,CC2,CD3,CE8
43,590,CA1,CB2,CC2,CD5,CE6
43,591,CA7,CB2,CC2,CD2,CE2
43,592,CA4,CB2,CC3,CD6,CE6
43,593,CA8,CB2,CC6,CD2,CE4
43,594,CA3,CB2,CC2,CD3,CE9
43,595,CA3,CB2,CC2,CD6,CE7
43,596,CA7,CB3,CC6,CD3,CE9
43,597,CA2,CB2,CC2,CD1,CE8
43,598,CA6,CB2,CC4,CD3,CE6
43,599,CA2,CB3,CC2,CD5,CE8
43,600,CA1,CB2,CC6,CD2,CE3
43,601,CA8,CB3,CC5,CD2,CE6
43,602,CA4,CB1,CC1,CD5,CE8
43,603,CA7,CB2,CC4,CD6,CE9
43,604,CA7,CB2,CC7,CD5,CE9
43,605,CA6,CB2,CC2,CD3,CE8
43,606,CA6,CB3,CC7,CD3,CE6
43,607,CA2,CB2,CC2,CD6,CE2
43,608,CA4,CB2,CC2,CD1,CE6
43,609,CA5,CB3,CC2,CD2,CE6
43,610,CA8,CB2,CC4,CD5,CE6
43,611,CA5,CB2,CC4,CD5,CE9
43,612,CA4,CB2,CC1,CD6,CE8
43,613,CA4,CB2,CC5,CD5,CE6
43,614,CA8,CB3,CC6,CD6,CE9
43,615,CA8,CB2,CC7,CD2,CE3
44,1,CA1,CB3,CC6,CD5,CE6
44,2,CA4,CB2,CC6,CD3,CE3
44,3,CA8,CB2,CC4,CD2,CE4
44,4,CA4,CB2,CC4,CD3,CE9
44,5,CA2,CB3,CC2,CD5,CE1
44,6,CA7,CB2,CC7,CD3,CE9
44,7,CA4,CB2,CC2,CD3,CE6
44,8,CA7,CB2,CC7,CD3,CE2
44,9,CA6,CB2,CC4,CD1,CE6
44,10,CA3,CB3,CC4,CD3,CE7
44,11,CA2,CB2,CC6,CD6,CE8
44,12,CA1,CB3,CC4,CD5,CE4
44,13,CA1,CB2,CC7,CD3,CE2
44,14,CA6,CB2,CC6,CD3,CE2
44,15,CA3,CB2,CC4,CD2,CE3
44,16,CA7,CB2,CC5,CD1,CE3
44,17,CA1,CB2,CC5,CD2,CE6
44,18,CA1,CB3,CC2,CD5,CE8
44,19,CA3,CB1,CC7,CD5,CE4
44,20,CA8,CB2,CC7,CD5,CE8
44,21,CA5,CB2,CC7,CD3,CE8
44,22,CA2,CB3,CC5,CD2,CE9
44,23,CA1,CB2,CC7,CD3,CE9
44,24,CA1,CB1,CC2,CD6,CE9
44,25,CA5,CB2,CC4,CD3,CE3
44,26,CA1,CB2,CC7,CD2,CE8
44,27,CA2,CB1,CC7,CD5,CE8
44,28,CA5,CB2,CC5,CD3,CE6
44,29,CA1,CB3,CC5,CD3,CE8
44,30,CA2,CB2,CC2,CD3,CE4
44,31,CA1,CB3,CC7,CD5,CE3
44,32,CA5,CB2,CC4,CD5,CE6
44,33,CA1,CB3,CC7,CD3,CE9
44,34,CA1,CB1,CC4,CD3,CE7
44,35,CA4,CB3,CC4,CD5,CE3
44,36,CA6,CB2,CC3,CD6,CE3
44,37,CA8,CB3,CC2,CD3,CE9
44,38,CA7,CB3,CC4,CD6,CE3
44,39,CA2,CB3,CC6,CD3,CE9
44,40,CA7,CB2,CC2,CD6,CE9
44,41,CA4,CB2,CC4,CD1,CE3
44,42,CA2,CB2,CC4,CD6,CE7
44,43,CA6,CB3,CC2,CD2,CE9
44,44,CA3,CB3,CC7,CD2,CE3
44,45,CA1,CB2,CC4,CD5,CE9
44,46,CA7,CB2,CC2,CD5,CE9
44,47,CA2,CB2,CC2,CD3,CE9
44,48,CA2,CB2,CC2,CD3,CE9
44,49,CA4,CB2,CC4,CD3,CE8
44,50,CA6,CB2,CC6,CD3,CE6
44,51,CA4,CB2,CC2,CD2,CE8
44,52,CA8,CB3,CC6,CD5,CE7
44,53,CA6,CB2,CC5,CD3,CE8
44,54,CA1,CB2,CC2,CD3,CE7
44,55,CA4,CB2,CC6,CD3,CE9
44,56,CA6,CB2,CC6,CD5,CE3
44,57,CA8,CB2,CC4,CD3,CE8
44,58,CA7,CB2,CC2,CD6,CE6
44,59,CA7,CB2,CC5,CD5,CE7
44,60,CA5,CB1,CC1,CD2,CE3
44,61,CA8,CB1,CC3,CD3,CE8
44,62,CA1,CB2,CC7,CD3,CE9
44,63,CA5,CB1,CC7,CD5,CE8
44,64,CA2,CB1,CC7,CD3,CE7
44,65,CA1,CB2,CC3,CD4,CE8
44,66,CA8,CB2,CC3,CD5,CE8
44,67,CA8,CB3,CC6,CD3,CE6
44,68,CA4,CB3,CC6,CD5,CE7
44,69,CA4,CB3,CC6,CD5,CE9
44,70,CA1,CB1,CC5,CD2,CE6
44,71,CA3,CB2,CC2,CD5,CE9
44,72,CA5,CB2,CC3,CD3,CE8
44,73,CA1,CB2,CC7,CD3,CE6
44,74,CA5,CB2,CC3,CD2,CE6
44,75,CA5,CB3,CC2,CD3,CE6
44,76,CA6,CB2,CC2,CD3,CE8
44,77,CA2,CB2,CC4,CD3,CE9
44,78,CA7,CB2,CC2,CD3,CE9
44,79,CA8,CB3,CC7,CD5,CE8
44,80,CA1,CB2,CC3,CD3,CE4
44,81,CA8,CB2,CC6,CD3,CE8
44,82,CA2,CB3,CC7,CD3,CE9
44,83,CA3,CB2,CC6,CD6,CE2
44,84,CA4,CB2,CC6,CD2,CE6
44,85,CA2,CB3,CC5,CD3,CE6
44,86,CA8,CB2,CC4,CD3,CE6
44,87,CA6,CB2,CC2,CD3,CE9
44,88,CA4,CB2,CC7,CD2,CE6
44,89,CA6,CB3,CC6,CD5,CE7
44,90,CA6,CB1,CC7,CD6,CE3
44,91,CA7,CB1,CC2,CD3,CE6
44,92,CA8,CB3,CC6,CD3,CE9
44,93,CA7,CB2,CC7,CD5,CE2
44,94,CA7,CB2,CC7,CD5,CE7
44,95,CA8,CB2,CC6,CD2,CE7
44,96,CA3,CB2,CC5,CD3,CE7
44,97,CA6,CB2,CC7,CD1,CE8
44,98,CA6,CB2,CC6,CD6,CE9
44,99,CA3,CB3,CC5,CD3,CE9
44,100,CA2,CB2,CC2,CD6,CE7
44,101,CA6,CB2,CC6,CD3,CE6
44,102,CA5,CB3,CC4,CD2,CE8
44,103,CA8,CB2,CC7,CD2,CE7
44,104,CA5,CB1,CC2,CD5,CE6
44,105,CA5,CB2,CC3,CD4,CE9
44,106,CA6,CB2,CC2,CD3,CE7
44,107,CA4,CB2,CC5,CD1,CE7
44,108,CA4,CB2,CC2,CD3,CE8
44,109,CA4,CB2,CC5,CD3,CE9
44,110,CA8,CB2,CC5,CD5,CE2
44,111,CA8,CB2,CC4,CD2,CE4
44,112,CA1,CB2,CC6,CD6,CE8
44,113,CA4,CB3,CC4,CD3,CE6
44,114,CA5,CB3,CC4,CD3,CE6
44,115,CA2,CB2,CC3,CD3,CE8
44,116,CA8,CB2,CC5,CD3,CE9
44,117,CA6,CB1,CC2,CD3,CE9
44,118,CA6,CB2,CC6,CD5,CE8
44,119,CA4,CB2,CC7,CD3,CE9
44,120,CA4,CB2,CC6,CD6,CE3
44,121,CA4,CB3,CC6,CD2,CE6
44,122,CA6,CB2,CC2,CD2,CE9
44,123,CA1,CB2,CC7,CD3,CE6
44,124,CA4,CB1,CC6,CD1,CE9
44,125,CA6,CB2,CC5,CD3,CE9
44,126,CA2,CB2,CC2,CD3,CE7
44,127,CA8,CB2,CC7,CD3,CE8
44,128,CA6,CB3,CC6,CD5,CE4
44,129,CA4,CB3,CC3,CD3,CE9
44,130,CA8,CB2,CC7,CD3,CE9
44,131,CA8,CB2,CC6,CD3,CE9
44,132,CA6,CB3,CC3,CD5,CE4
44,133,CA6,CB1,CC2,CD5,CE7
44,134,CA1,CB2,CC2,CD2,CE8
44,135,CA8,CB2,CC7,CD3,CE8
44,136,CA4,CB1,CC4,CD6,CE9
44,137,CA6,CB3,CC6,CD2,CE2
44,138,CA1,CB2,CC6,CD5,CE9
44,139,CA1,CB2,CC6,CD5,CE7
44,140,CA7,CB2,CC1,CD2,CE9
44,141,CA6,CB1,CC3,CD3,CE5
44,142,CA6,CB2,CC3,CD4,CE8
44,143,CA7,CB2,CC2,CD5,CE9
44,144,CA6,CB3,CC6,CD6,CE3
44,145,CA8,CB2,CC4,CD3,CE3
44,146,CA1,CB3,CC3,CD3,CE8
44,147,CA1,CB2,CC2,CD2,CE9
44,148,CA5,CB2,CC5,CD6,CE9
44,149,CA1,CB2,CC6,CD3,CE9
44,150,CA4,CB3,CC4,CD5,CE9
44,151,CA5,CB2,CC4,CD3,CE6
44,152,CA8,CB2,CC7,CD5,CE9
44,153,CA6,CB2,CC5,CD5,CE8
44,154,CA8,CB2,CC3,CD3,CE3
44,155,CA1,CB3,CC7,CD5,CE3
44,156,CA4,CB2,CC4,CD3,CE8
44,157,CA2,CB2,CC7,CD1,CE9
44,158,CA2,CB2,CC2,CD3,CE9
44,159,CA1,CB2,CC4,CD2,CE9
44,160,CA5,CB1,CC6,CD3,CE9
44,161,CA8,CB3,CC6,CD3,CE9
44,162,CA2,CB3,CC7,CD3,CE2
44,163,CA7,CB1,CC2,CD3,CE6
44,164,CA2,CB2,CC5,CD5,CE2
44,165,CA7,CB3,CC6,CD6,CE6
44,166,CA1,CB2,CC6,CD6,CE7
44,167,CA1,CB3,CC6,CD5,CE6
44,168,CA1,CB2,CC7,CD3,CE8
44,169,CA3,CB2,CC5,CD3,CE6
44,170,CA1,CB2,CC6,CD3,CE9
44,171,CA4,CB2,CC6,CD3,CE6
44,172,CA2,CB3,CC2,CD3,CE7
44,173,CA7,CB3,CC2,CD2,CE8
44,174,CA6,CB2,CC4,CD6,CE3
44,175,CA6,CB1,CC2,CD2,CE9
44,176,CA1,CB2,CC5,CD3,CE9
44,177,CA5,CB3,CC2,CD3,CE6
44,178,CA1,CB2,CC4,CD3,CE6
44,179,CA7,CB2,CC4,CD3,CE9
44,180,CA1,CB2,CC6,CD5,CE8
44,181,CA4,CB3,CC7,CD5,CE6
44,182,CA4,CB3,CC7,CD3,CE9
44,183,CA4,CB2,CC3,CD5,CE7
44,184,CA6,CB1,CC2,CD5,CE8
44,185,CA5,CB2,CC7,CD3,CE5
44,186,CA2,CB3,CC2,CD1,CE9
44,187,CA1,CB3,CC6,CD2,CE9
44,188,CA1,CB2,CC4,CD3,CE9
44,189,CA4,CB3,CC7,CD3,CE9
44,190,CA7,CB3,CC4,CD2,CE8
44,191,CA4,CB2,CC2,CD6,CE8
44,192,CA5,CB2,CC3,CD1,CE8
44,193,CA7,CB2,CC6,CD3,CE3
44,194,CA5,CB2,CC4,CD5,CE4
44,195,CA1,CB3,CC7,CD5,CE8
44,196,CA7,CB2,CC6,CD5,CE4
44,197,CA4,CB2,CC4,CD5,CE6
44,198,CA6,CB2,CC6,CD6,CE9
44,199,CA5,CB1,CC6,CD3,CE7
44,200,CA6,CB2,CC5,CD3,CE6
44,201,CA4,CB1,CC2,CD2,CE3
44,202,CA4,CB2,CC4,CD6,CE2
44,203,CA8,CB1,CC5,CD1,CE7
44,204,CA1,CB2,CC7,CD5,CE9
44,205,CA4,CB2,CC7,CD5,CE7
44,206,CA7,CB3,CC4,CD3,CE8
44,207,CA7,CB2,CC6,CD2,CE8
44,208,CA6,CB2,CC7,CD3,CE5
44,209,CA3,CB2,CC3,CD3,CE8
44,210,CA8,CB2,CC2,CD3,CE8
44,211,CA7,CB3,CC2,CD5,CE7
44,212,CA6,CB2,CC4,CD5,CE9
44,213,CA6,CB2,CC5,CD3,CE6
44,214,CA4,CB2,CC6,CD2,CE9
44,215,CA7,CB3,CC7,CD3,CE8
44,216,CA4,CB3,CC7,CD3,CE9
44,217,CA6,CB2,CC3,CD3,CE8
44,218,CA4,CB3,CC4,CD5,CE2
44,219,CA3,CB2,CC6,CD5,CE8
44,220,CA5,CB1,CC2,CD5,CE7
44,221,CA2,CB2,CC5,CD4,CE6
44,222,CA7,CB2,CC2,CD5,CE3
44,223,CA8,CB2,CC7,CD3,CE3
44,224,CA3,CB2,CC5,CD3,CE9
44,225,CA6,CB1,CC2,CD3,CE9
44,226,CA1,CB2,CC6,CD5,CE6
44,227,CA7,CB2,CC7,CD3,CE9
44,228,CA8,CB1,CC2,CD3,CE9
44,229,CA8,CB3,CC7,CD1,CE8
44,230,CA8,CB2,CC6,CD5,CE8
44,231,CA7,CB2,CC3,CD5,CE7
44,232,CA5,CB3,CC5,CD5,CE3
44,233,CA5,CB3,CC1,CD6,CE6
44,234,CA5,CB2,CC3,CD3,CE6
44,235,CA1,CB1,CC4,CD1,CE6
44,236,CA6,CB3,CC6,CD5,CE6
44,237,CA6,CB2,CC2,CD2,CE6
44,238,CA1,CB2,CC4,CD2,CE9
44,239,CA8,CB2,CC7,CD3,CE9
44,240,CA1,CB2,CC4,CD3,CE6
44,241,CA7,CB1,CC5,CD2,CE6
44,242,CA7,CB2,CC7,CD1,CE9
44,243,CA2,CB2,CC4,CD6,CE8
44,244,CA1,CB2,CC3,CD5,CE3
44,245,CA6,CB2,CC7,CD3,CE3
44,246,CA1,CB2,CC7,CD6,CE8
44,247,CA4,CB2,CC2,CD3,CE8
44,248,CA6,CB3,CC7,CD3,CE8
44,249,CA1,CB2,CC6,CD2,CE9
44,250,CA3,CB1,CC2,CD5,CE6
44,251,CA8,CB2,CC6,CD5,CE4
44,252,CA7,CB3,CC6,CD3,CE7
44,253,CA4,CB2,CC6,CD5,CE6
44,254,CA1,CB2,CC5,CD1,CE9
44,255,CA6,CB2,CC5,CD5,CE9
44,256,CA3,CB2,CC2,CD1,CE2
44,257,CA6,CB2,CC4,CD3,CE6
44,258,CA5,CB2,CC4,CD3,CE9
44,259,CA4,CB2,CC2,CD3,CE2
44,260,CA6,CB3,CC6,CD2,CE6
44,261,CA4,CB2,CC2,CD2,CE8
44,262,CA6,CB3,CC4,CD6,CE9
44,263,CA2,CB2,CC1,CD2,CE6
44,264,CA2,CB2,CC2,CD3,CE6
44,265,CA1,CB2,CC6,CD6,CE7
44,266,CA7,CB2,CC7,CD6,CE8
44,267,CA5,CB2,CC2,CD3,CE8
44,268,CA7,CB2,CC2,CD3,CE6
44,269,CA8,CB2,CC2,CD3,CE7
44,270,CA8,CB2,CC4,CD2,CE4
44,271,CA4,CB2,CC2,CD6,CE9
44,272,CA7,CB1,CC6,CD6,CE6
44,273,CA6,CB1,CC7,CD5,CE6
44,274,CA7,CB1,CC4,CD3,CE8
44,275,CA8,CB2,CC4,CD6,CE9
44,276,CA5,CB3,CC6,CD1,CE9
44,277,CA4,CB2,CC4,CD2,CE9
44,278,CA1,CB2,CC2,CD1,CE9
44,279,CA8,CB2,CC1,CD2,CE3
44,280,CA4,CB2,CC2,CD3,CE3
44,281,CA4,CB2,CC7,CD5,CE6
44,282,CA7,CB1,CC2,CD5,CE6
44,283,CA8,CB2,CC3,CD2,CE8
44,284,CA7,CB2,CC5,CD3,CE7
44,285,CA1,CB2,CC2,CD5,CE8
44,286,CA8,CB2,CC6,CD3,CE8
44,287,CA7,CB3,CC2,CD3,CE7
44,288,CA6,CB2,CC1,CD5,CE7
44,289,CA5,CB2,CC4,CD2,CE8
44,290,CA4,CB2,CC7,CD3,CE2
44,291,CA8,CB2,CC7,CD5,CE6
44,292,CA7,CB1,CC7,CD5,CE9
44,293,CA8,CB1,CC4,CD3,CE8
44,294,CA7,CB2,CC5,CD6,CE7
44,295,CA5,CB2,CC6,CD3,CE9
44,296,CA4,CB2,CC2,CD3,CE9
44,297,CA7,CB2,CC4,CD2,CE3
44,298,CA6,CB2,CC4,CD3,CE8
44,299,CA8,CB1,CC5,CD3,CE9
44,300,CA4,CB2,CC7,CD5,CE8
44,301,CA7,CB2,CC6,CD5,CE9
44,302,CA6,CB2,CC6,CD5,CE6
44,303,CA1,CB2,CC7,CD5,CE8
44,304,CA2,CB2,CC5,CD3,CE3
44,305,CA6,CB2,CC4,CD3,CE3
44,306,CA6,CB2,CC5,CD3,CE8
44,307,CA7,CB2,CC2,CD6,CE9
44,308,CA4,CB2,CC4,CD3,CE8
44,309,CA6,CB2,CC5,CD2,CE8
44,310,CA8,CB3,CC6,CD2,CE2
44,311,CA6,CB3,CC5,CD2,CE2
44,312,CA8,CB2,CC3,CD2,CE9
44,313,CA1,CB2,CC4,CD3,CE7
44,314,CA8,CB2,CC5,CD6,CE8
44,315,CA4,CB2,CC6,CD5,CE6
44,316,CA1,CB3,CC6,CD3,CE8
44,317,CA8,CB2,CC7,CD3,CE7
44,318,CA3,CB1,CC5,CD5,CE8
44,319,CA1,CB3,CC3,CD5,CE6
44,320,CA4,CB3,CC2,CD6,CE6
44,321,CA6,CB2,CC2,CD6,CE7
44,322,CA5,CB2,CC2,CD6,CE4
44,323,CA6,CB2,CC4,CD3,CE8
44,324,CA5,CB3,CC6,CD6,CE3
44,325,CA5,CB2,CC7,CD5,CE6
44,326,CA2,CB3,CC5,CD5,CE8
44,327,CA7,CB2,CC4,CD3,CE2
44,328,CA2,CB2,CC7,CD3,CE3
44,329,CA6,CB3,CC5,CD2,CE7
44,330,CA2,CB2,CC7,CD3,CE6
44,331,CA1,CB2,CC6,CD1,CE8
44,332,CA8,CB3,CC4,CD3,CE7
44,333,CA5,CB3,CC6,CD3,CE6
44,334,CA7,CB1,CC2,CD5,CE3
44,335,CA1,CB3,CC6,CD1,CE9
44,336,CA7,CB3,CC7,CD5,CE4
44,337,CA6,CB1,CC2,CD5,CE9
44,338,CA8,CB2,CC6,CD3,CE9
44,339,CA1,CB2,CC5,CD5,CE9
44,340,CA6,CB2,CC2,CD5,CE8
44,341,CA8,CB3,CC6,CD5,CE6
44,342,CA8,CB2,CC4,CD3,CE3
44,343,CA1,CB2,CC6,CD5,CE3
44,344,CA6,CB3,CC6,CD5,CE9
44,345,CA4,CB2,CC4,CD3,CE8
44,346,CA6,CB2,CC4,CD5,CE8
44,347,CA7,CB2,CC3,CD2,CE6
44,348,CA8,CB2,CC7,CD5,CE5
44,349,CA7,CB2,CC4,CD5,CE9
44,350,CA7,CB2,CC2,CD6,CE9
44,351,CA1,CB3,CC6,CD2,CE9
44,352,CA8,CB3,CC7,CD2,CE2
44,353,CA4,CB2,CC3,CD3,CE3
44,354,CA4,CB1,CC6,CD3,CE9
44,355,CA6,CB2,CC2,CD1,CE7
44,356,CA2,CB2,CC6,CD2,CE8
44,357,CA1,CB3,CC5,CD6,CE3
44,358,CA2,CB1,CC6,CD5,CE3
44,359,CA2,CB3,CC6,CD3,CE9
44,360,CA4,CB2,CC6,CD3,CE8
44,361,CA8,CB2,CC7,CD5,CE9
44,362,CA4,CB2,CC4,CD2,CE7
44,363,CA4,CB1,CC7,CD3,CE8
44,364,CA4,CB2,CC2,CD6,CE9
44,365,CA4,CB1,CC7,CD2,CE8
44,366,CA8,CB2,CC2,CD2,CE7
44,367,CA1,CB2,CC6,CD3,CE6
44,368,CA2,CB2,CC2,CD3,CE3
44,369,CA8,CB2,CC7,CD3,CE8
44,370,CA4,CB2,CC4,CD6,CE7
44,371,CA7,CB3,CC2,CD2,CE3
44,372,CA6,CB2,CC2,CD6,CE9
44,373,CA6,CB2,CC3,CD3,CE3
44,374,CA4,CB1,CC6,CD2,CE6
44,375,CA8,CB3,CC4,CD1,CE8
44,376,CA3,CB1,CC2,CD2,CE7
44,377,CA6,CB2,CC2,CD3,CE8
44,378,CA2,CB3,CC2,CD5,CE7
44,379,CA2,CB2,CC6,CD5,CE9
44,380,CA8,CB2,CC7,CD2,CE7
44,381,CA7,CB3,CC7,CD3,CE6
44,382,CA8,CB2,CC4,CD3,CE6
44,383,CA2,CB2,CC7,CD3,CE7
44,384,CA5,CB2,CC5,CD2,CE6
44,385,CA3,CB1,CC4,CD5,CE3
44,386,CA8,CB2,CC2,CD3,CE3
44,387,CA4,CB2,CC5,CD1,CE9
44,388,CA2,CB2,CC7,CD2,CE8
44,389,CA7,CB2,CC5,CD6,CE4
44,390,CA2,CB2,CC2,CD3,CE8
44,391,CA4,CB2,CC6,CD5,CE5
44,392,CA7,CB2,CC5,CD5,CE9
44,393,CA6,CB2,CC2,CD3,CE8
44,394,CA8,CB2,CC5,CD2,CE7
44,395,CA5,CB3,CC5,CD3,CE8
44,396,CA1,CB3,CC6,CD6,CE7
44,397,CA8,CB1,CC2,CD2,CE9
44,398,CA3,CB2,CC6,CD3,CE3
44,399,CA6,CB2,CC7,CD1,CE7
44,400,CA6,CB2,CC3,CD6,CE3
44,401,CA5,CB2,CC6,CD2,CE4
44,402,CA8,CB2,CC4,CD6,CE3
44,403,CA8,CB2,CC2,CD5,CE8
44,404,CA6,CB2,CC2,CD2,CE9
44,405,CA4,CB2,CC4,CD3,CE7
44,406,CA1,CB2,CC2,CD5,CE2
44,407,CA4,CB2,CC6,CD5,CE9
44,408,CA6,CB3,CC5,CD5,CE8
44,409,CA1,CB1,CC3,CD3,CE4
44,410,CA4,CB3,CC7,CD2,CE9
44,411,CA4,CB2,CC6,CD3,CE8
44,412,CA1,CB3,CC6,CD6,CE9
44,413,CA4,CB2,CC6,CD6,CE3
44,414,CA8,CB1,CC6,CD3,CE7
44,415,CA4,CB2,CC6,CD3,CE9
44,416,CA1,CB2,CC3,CD3,CE9
44,417,CA8,CB2,CC7,CD3,CE3
44,418,CA1,CB1,CC6,CD6,CE9
44,419,CA6,CB1,CC6,CD6,CE9
44,420,CA4,CB2,CC6,CD6,CE7
44,421,CA3,CB2,CC4,CD2,CE9
44,422,CA8,CB2,CC6,CD2,CE2
44,423,CA3,CB3,CC5,CD3,CE7
44,424,CA1,CB3,CC7,CD3,CE6
44,425,CA6,CB1,CC4,CD5,CE3
44,426,CA1,CB3,CC5,CD2,CE3
44,427,CA1,CB2,CC6,CD5,CE4
44,428,CA4,CB2,CC7,CD3,CE8
44,429,CA4,CB2,CC7,CD1,CE3
44,430,CA6,CB3,CC2,CD5,CE9
44,431,CA8,CB2,CC2,CD3,CE9
44,432,CA5,CB2,CC2,CD5,CE7
44,433,CA2,CB2,CC2,CD3,CE9
44,434,CA4,CB1,CC6,CD3,CE9
44,435,CA1,CB2,CC2,CD3,CE9
44,436,CA3,CB3,CC3,CD3,CE8
44,437,CA8,CB1,CC5,CD5,CE4
44,438,CA6,CB2,CC6,CD3,CE3
44,439,CA6,CB3,CC2,CD3,CE8
44,440,CA6,CB2,CC3,CD5,CE9
44,441,CA7,CB2,CC7,CD5,CE2
44,442,CA1,CB2,CC4,CD3,CE8
44,443,CA8,CB2,CC4,CD3,CE2
44,444,CA8,CB1,CC2,CD3,CE9
44,445,CA6,CB2,CC2,CD3,CE8
44,446,CA3,CB2,CC7,CD3,CE8
44,447,CA1,CB2,CC7,CD3,CE8
44,448,CA6,CB3,CC5,CD5,CE3
44,449,CA5,CB1,CC7,CD5,CE6
44,450,CA4,CB3,CC4,CD2,CE8
44,451,CA1,CB2,CC2,CD3,CE9
44,452,CA2,CB3,CC3,CD3,CE6
44,453,CA2,CB2,CC7,CD5,CE6
44,454,CA2,CB2,CC2,CD5,CE3
44,455,CA6,CB2,CC2,CD5,CE8
44,456,CA1,CB3,CC5,CD3,CE7
44,457,CA6,CB2,CC4,CD3,CE9
44,458,CA4,CB2,CC1,CD2,CE9
44,459,CA1,CB3,CC2,CD6,CE2
44,460,CA4,CB2,CC5,CD2,CE9
44,461,CA7,CB2,CC3,CD6,CE2
44,462,CA8,CB2,CC2,CD5,CE9
44,463,CA6,CB1,CC5,CD2,CE9
44,464,CA8,CB3,CC2,CD2,CE7
44,465,CA4,CB2,CC5,CD3,CE9
44,466,CA4,CB3,CC4,CD3,CE9
44,467,CA2,CB3,CC2,CD6,CE6
44,468,CA4,CB2,CC2,CD3,CE3
44,469,CA8,CB2,CC1,CD6,CE3
44,470,CA2,CB2,CC4,CD5,CE7
44,471,CA4,CB2,CC5,CD2,CE9
44,472,CA4,CB2,CC7,CD3,CE9
44,473,CA6,CB2,CC2,CD3,CE9
44,474,CA1,CB2,CC5,CD1,CE8
44,475,CA4,CB2,CC6,CD2,CE6
44,476,CA6,CB2,CC7,CD3,CE9
44,477,CA2,CB2,CC3,CD3,CE9
44,478,CA4,CB1,CC5,CD5,CE4
44,479,CA1,CB3,CC2,CD6,CE9
44,480,CA5,CB2,CC6,CD3,CE3
44,481,CA1,CB2,CC7,CD3,CE6
44,482,CA3,CB3,CC2,CD3,CE6
44,483,CA2,CB2,CC7,CD3,CE8
44,484,CA2,CB2,CC3,CD4,CE8
44,485,CA6,CB3,CC7,CD2,CE6
44,486,CA8,CB2,CC4,CD5,CE7
44,487,CA4,CB2,CC7,CD2,CE7
44,488,CA6,CB1,CC2,CD3,CE2
44,489,CA1,CB2,CC4,CD6,CE9
44,490,CA4,CB3,CC4,CD3,CE9
44,491,CA1,CB2,CC7,CD3,CE9
44,492,CA8,CB2,CC7,CD2,CE7
44,493,CA7,CB2,CC3,CD5,CE9
44,494,CA4,CB3,CC7,CD5,CE9
44,495,CA3,CB1,CC5,CD6,CE4
44,496,CA6,CB1,CC2,CD3,CE4
44,497,CA2,CB2,CC2,CD6,CE9
44,498,CA8,CB2,CC7,CD3,CE9
44,499,CA6,CB1,CC6,CD2,CE7
44,500,CA8,CB2,CC4,CD3,CE6
44,501,CA1,CB1,CC7,CD6,CE9
44,502,CA6,CB2,CC4,CD3,CE9
44,503,CA4,CB2,CC5,CD2,CE7
44,504,CA4,CB2,CC6,CD5,CE7
44,505,CA6,CB2,CC2,CD5,CE4
44,506,CA2,CB2,CC7,CD3,CE8
44,507,CA2,CB2,CC2,CD3,CE8
44,508,CA8,CB1,CC5,CD3,CE6
44,509,CA7,CB2,CC7,CD6,CE8
44,510,CA2,CB3,CC3,CD6,CE9
44,511,CA8,CB3,CC6,CD1,CE6
44,512,CA1,CB2,CC4,CD1,CE6
44,513,CA1,CB2,CC2,CD5,CE3
44,514,CA8,CB2,CC4,CD3,CE6
44,515,CA1,CB1,CC7,CD3,CE6
44,516,CA6,CB2,CC3,CD5,CE6
44,517,CA6,CB3,CC5,CD5,CE9
44,518,CA7,CB3,CC7,CD2,CE6
44,519,CA1,CB2,CC7,CD3,CE6
44,520,CA2,CB2,CC2,CD5,CE9
44,521,CA5,CB3,CC6,CD1,CE8
44,522,CA6,CB2,CC2,CD5,CE3
44,523,CA7,CB2,CC1,CD3,CE6
44,524,CA6,CB2,CC5,CD3,CE7
44,525,CA7,CB2,CC4,CD3,CE9
44,526,CA2,CB2,CC5,CD6,CE8
44,527,CA6,CB3,CC2,CD5,CE9
44,528,CA6,CB3,CC7,CD5,CE8
